dataset,seed,n_test,model,method,roc_auc,pr_auc
AdvBench,1,520,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9794062499999999,0.9877271203223125
AdvBench,1,520,all-mpnet-base-v2,C1_logreg_raw,0.9987343750000001,0.9992370233070096
AdvBench,1,520,all-mpnet-base-v2,C1b_logreg_whitened,0.9979375,0.9987266708525953
AdvBench,1,520,all-mpnet-base-v2,B1_raw,0.9980781249999999,0.9988718833622727
AdvBench,1,520,all-mpnet-base-v2,B1b_SigmaT_wh,0.998109375,0.9988432779990787
AdvBench,1,520,all-mpnet-base-v2,B1w_SigmaW_wh,0.99865625,0.9991571853133326
AdvBench,2,520,all-mpnet-base-v2,A1_naive_cosine_raw,0.993046875,0.9959125056952312
AdvBench,2,520,all-mpnet-base-v2,A1b_cosine_whitened,0.9983593749999999,0.9991183862122928
AdvBench,2,520,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9978750000000001,0.9986374910685509
AdvBench,2,520,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9821718749999999,0.9897047793284761
AdvBench,2,520,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9973124999999999,0.9984405488595849
AdvBench,2,520,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.99828125,0.9990745313712799
AdvBench,2,520,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9991406249999999,0.9994570393960585
AdvBench,2,520,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9907656249999999,0.9947791564070954
AdvBench,2,520,all-mpnet-base-v2,C1_logreg_raw,0.9983593749999999,0.9990123096064365
AdvBench,2,520,all-mpnet-base-v2,C1b_logreg_whitened,0.998,0.9989528708389253
AdvBench,2,520,all-mpnet-base-v2,B1_raw,0.9973124999999999,0.9984405488595849
AdvBench,2,520,all-mpnet-base-v2,B1b_SigmaT_wh,0.99828125,0.9990745313712799
AdvBench,2,520,all-mpnet-base-v2,B1w_SigmaW_wh,0.9984218749999999,0.9991204512711893
AdvBench,3,520,all-mpnet-base-v2,A1_naive_cosine_raw,0.995578125,0.9974644768142955
AdvBench,3,520,all-mpnet-base-v2,A1b_cosine_whitened,0.999265625,0.9995484261108365
AdvBench,3,520,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.999140625,0.9994900445632696
AdvBench,3,520,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.980328125,0.9884693398471761
AdvBench,3,520,all-mpnet-base-v2,B1_discriminant_mean_raw,0.998046875,0.99888858601694
AdvBench,3,520,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.999234375,0.9995354677139108
AdvBench,3,520,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9995624999999999,0.9997316320354643
AdvBench,3,520,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.989953125,0.9940114991127085
AdvBench,3,520,all-mpnet-base-v2,C1_logreg_raw,0.9992343750000001,0.9995568708407865
AdvBench,3,520,all-mpnet-base-v2,C1b_logreg_whitened,0.999359375,0.9996061420722588
AdvBench,3,520,all-mpnet-base-v2,B1_raw,0.998046875,0.99888858601694
AdvBench,3,520,all-mpnet-base-v2,B1b_SigmaT_wh,0.999234375,0.9995354677139108
AdvBench,3,520,all-mpnet-base-v2,B1w_SigmaW_wh,0.9995,0.9997007623278233
AdvBench,4,520,all-mpnet-base-v2,A1_naive_cosine_raw,0.99446875,0.9967367979154567
AdvBench,4,520,all-mpnet-base-v2,A1b_cosine_whitened,0.997578125,0.9986829066206623
AdvBench,4,520,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.998109375,0.998849318052744
AdvBench,4,520,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.98284375,0.9903629723424452
AdvBench,4,520,all-mpnet-base-v2,B1_discriminant_mean_raw,0.997921875,0.9987875216879951
AdvBench,4,520,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.997671875,0.9987486253397561
AdvBench,4,520,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.998703125,0.9992310520798976
AdvBench,4,520,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.991765625,0.9952630143180782
AdvBench,4,520,all-mpnet-base-v2,C1_logreg_raw,0.998625,0.9991897042982385
AdvBench,4,520,all-mpnet-base-v2,C1b_logreg_whitened,0.9976875000000001,0.9987758822298904
AdvBench,4,520,all-mpnet-base-v2,B1_raw,0.997921875,0.9987875216879951
AdvBench,4,520,all-mpnet-base-v2,B1b_SigmaT_wh,0.997671875,0.9987486253397561
AdvBench,4,520,all-mpnet-base-v2,B1w_SigmaW_wh,0.99825,0.9990270157709322
AdvBench,0,520,bge-base-en-v1.5,A1_naive_cosine_raw,0.9915625,0.9950445175972452
AdvBench,0,520,bge-base-en-v1.5,A1b_cosine_whitened,0.999765625,0.9998541482757272
AdvBench,0,520,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.999234375,0.9995424670298794
AdvBench,0,520,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.96775,0.9803895852186421
AdvBench,0,520,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9978281250000001,0.9986767854732043
AdvBench,0,520,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.999828125,0.9998933289454497
AdvBench,0,520,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9975937500000001,0.9984521454991016
AdvBench,0,520,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.98684375,0.9917667893190099
AdvBench,0,520,bge-base-en-v1.5,C1_logreg_raw,0.999171875,0.9994843898398649
AdvBench,0,520,bge-base-en-v1.5,C1b_logreg_whitened,0.999734375,0.999836163098496
AdvBench,0,520,bge-base-en-v1.5,B1_raw,0.9978281250000001,0.9986767854732043
AdvBench,0,520,bge-base-en-v1.5,B1b_SigmaT_wh,0.999828125,0.9998933289454497
AdvBench,0,520,bge-base-en-v1.5,B1w_SigmaW_wh,0.99984375,0.999902946552229
AdvBench,1,520,bge-base-en-v1.5,A1_naive_cosine_raw,0.9877343749999999,0.9930363309816173
AdvBench,1,520,bge-base-en-v1.5,A1b_cosine_whitened,0.9992031250000001,0.999513897973275
AdvBench,1,520,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.99790625,0.9988011623828943
AdvBench,1,520,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.943109375,0.9660894752831822
AdvBench,1,520,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9968281250000001,0.9980843862554643
AdvBench,1,520,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.999734375,0.9998358993211671
AdvBench,1,520,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9985625,0.9990999717281941
AdvBench,1,520,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.979046875,0.987130857483214
AdvBench,1,520,bge-base-en-v1.5,C1_logreg_raw,0.999,0.9993926274101341
AdvBench,1,520,bge-base-en-v1.5,C1b_logreg_whitened,0.99990625,0.999941949348102
AdvBench,1,520,bge-base-en-v1.5,B1_raw,0.9968281250000001,0.9980843862554643
AdvBench,1,520,bge-base-en-v1.5,B1b_SigmaT_wh,0.999734375,0.9998358993211671
AdvBench,1,520,bge-base-en-v1.5,B1w_SigmaW_wh,1.0,1.0
AdvBench,2,520,bge-base-en-v1.5,A1_naive_cosine_raw,0.9936093749999999,0.996323503601109
AdvBench,2,520,bge-base-en-v1.5,A1b_cosine_whitened,0.999390625,0.9996328794013891
AdvBench,2,520,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9991406250000001,0.9994749208087254
AdvBench,2,520,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9734999999999999,0.9848632894805167
AdvBench,2,520,bge-base-en-v1.5,B1_discriminant_mean_raw,0.998234375,0.9989303763898931
AdvBench,2,520,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9995937500000001,0.9997555742791586
AdvBench,2,520,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9992656249999999,0.9995496897008149
AdvBench,2,520,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9907343750000001,0.994410736435548
AdvBench,2,520,bge-base-en-v1.5,C1_logreg_raw,0.9994843750000001,0.9996784833439644
AdvBench,2,520,bge-base-en-v1.5,C1b_logreg_whitened,0.9996406250000001,0.9997847511826472
AdvBench,2,520,bge-base-en-v1.5,B1_raw,0.998234375,0.9989303763898931
AdvBench,2,520,bge-base-en-v1.5,B1b_SigmaT_wh,0.9995937500000001,0.9997555742791586
AdvBench,2,520,bge-base-en-v1.5,B1w_SigmaW_wh,0.9997968749999999,0.9998745793646976
AdvBench,3,520,bge-base-en-v1.5,A1_naive_cosine_raw,0.990078125,0.9944541484341661
AdvBench,3,520,bge-base-en-v1.5,A1b_cosine_whitened,0.9993281249999999,0.9995830549428115
AdvBench,3,520,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9978437499999999,0.998790063714613
AdvBench,3,520,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9714375,0.9835438841813093
AdvBench,3,520,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9966562499999999,0.9980763258283013
AdvBench,3,520,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.999546875,0.9997186590627656
AdvBench,3,520,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9984843750000001,0.9990683000539675
AdvBench,3,520,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9897500000000001,0.9939277069729305
AdvBench,3,520,bge-base-en-v1.5,C1_logreg_raw,0.999078125,0.9994583462579323
AdvBench,3,520,bge-base-en-v1.5,C1b_logreg_whitened,0.9994999999999999,0.9996891783249655
AdvBench,3,520,bge-base-en-v1.5,B1_raw,0.9966562499999999,0.9980763258283013
AdvBench,3,520,bge-base-en-v1.5,B1b_SigmaT_wh,0.999546875,0.9997186590627656
AdvBench,3,520,bge-base-en-v1.5,B1w_SigmaW_wh,0.9997499999999999,0.9998451537752392
AdvBench,4,520,bge-base-en-v1.5,A1_naive_cosine_raw,0.9921249999999999,0.9955886852258313
AdvBench,4,520,bge-base-en-v1.5,A1b_cosine_whitened,0.9995624999999999,0.9997332532280399
AdvBench,4,520,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9979843749999999,0.9988672370359282
AdvBench,4,520,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.969296875,0.9830123185574456
AdvBench,4,520,bge-base-en-v1.5,B1_discriminant_mean_raw,0.998171875,0.9989296203047853
AdvBench,4,520,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9996875,0.9998089515152857
AdvBench,4,520,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9985625,0.9991331660682383
AdvBench,4,520,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9840625000000001,0.9908711919814693
AdvBench,4,520,bge-base-en-v1.5,C1_logreg_raw,0.999171875,0.9995096493307989
AdvBench,4,520,bge-base-en-v1.5,C1b_logreg_whitened,0.999765625,0.9998548557560114
AdvBench,4,520,bge-base-en-v1.5,B1_raw,0.998171875,0.9989296203047853
AdvBench,4,520,bge-base-en-v1.5,B1b_SigmaT_wh,0.9996875,0.9998089515152857
AdvBench,4,520,bge-base-en-v1.5,B1w_SigmaW_wh,0.99971875,0.9998290468092599
AdvBench,0,520,bge-large-en-v1.5,A1_naive_cosine_raw,0.99540625,0.9972643785162466
AdvBench,0,520,bge-large-en-v1.5,A1b_cosine_whitened,0.998796875,0.9992929882637609
AdvBench,0,520,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.999234375,0.9995389834654251
AdvBench,0,520,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9721562499999999,0.9826107204210713
AdvBench,0,520,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9990625000000001,0.9994236341349144
AdvBench,0,520,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9989374999999999,0.9993744526056303
AdvBench,0,520,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9974531249999999,0.9983992562366664
AdvBench,0,520,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9884687500000001,0.9923844831280776
AdvBench,0,520,bge-large-en-v1.5,C1_logreg_raw,0.999625,0.9997661785700676
AdvBench,0,520,bge-large-en-v1.5,C1b_logreg_whitened,0.998640625,0.9992024108339622
AdvBench,0,520,bge-large-en-v1.5,B1_raw,0.9990625000000001,0.9994236341349144
AdvBench,0,520,bge-large-en-v1.5,B1b_SigmaT_wh,0.9989374999999999,0.9993744526056303
AdvBench,0,520,bge-large-en-v1.5,B1w_SigmaW_wh,0.999375,0.9996206521209202
AdvBench,1,520,bge-large-en-v1.5,A1_naive_cosine_raw,0.995953125,0.9976407012587829
AdvBench,1,520,bge-large-en-v1.5,A1b_cosine_whitened,0.999578125,0.9997474148637431
AdvBench,1,520,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.999234375,0.9995339265265475
AdvBench,1,520,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9415468749999999,0.9669122645769345
AdvBench,1,520,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9991875,0.9994904118172747
AdvBench,1,520,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.999671875,0.9998022387447724
AdvBench,1,520,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9985468750000001,0.9990548444902021
AdvBench,1,520,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.981265625,0.988315524792041
AdvBench,1,520,bge-large-en-v1.5,C1_logreg_raw,0.99975,0.9998421685004453
AdvBench,1,520,bge-large-en-v1.5,C1b_logreg_whitened,0.9996875000000001,0.9998114284700333
AdvBench,1,520,bge-large-en-v1.5,B1_raw,0.9991875,0.9994904118172747
AdvBench,1,520,bge-large-en-v1.5,B1b_SigmaT_wh,0.999671875,0.9998022387447724
AdvBench,1,520,bge-large-en-v1.5,B1w_SigmaW_wh,0.999859375,0.9999135421122907
AdvBench,2,520,bge-large-en-v1.5,A1_naive_cosine_raw,0.99740625,0.9984347129376188
AdvBench,2,520,bge-large-en-v1.5,A1b_cosine_whitened,0.99940625,0.9996682960893855
AdvBench,2,520,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9998437499999999,0.9999038373323063
AdvBench,2,520,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9555156250000001,0.9756754037356887
AdvBench,2,520,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9992500000000001,0.9995331800185052
AdvBench,2,520,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.999625,0.999781976744186
AdvBench,2,520,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9989843749999999,0.9993447533724856
AdvBench,2,520,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.988234375,0.9932264243460674
AdvBench,2,520,bge-large-en-v1.5,C1_logreg_raw,0.99975,0.9998425769890693
AdvBench,2,520,bge-large-en-v1.5,C1b_logreg_whitened,0.999625,0.999781976744186
AdvBench,2,520,bge-large-en-v1.5,B1_raw,0.9992500000000001,0.9995331800185052
AdvBench,2,520,bge-large-en-v1.5,B1b_SigmaT_wh,0.999625,0.999781976744186
AdvBench,2,520,bge-large-en-v1.5,B1w_SigmaW_wh,0.999828125,0.9998961480362538
AdvBench,3,520,bge-large-en-v1.5,A1_naive_cosine_raw,0.996546875,0.9979788225292987
AdvBench,3,520,bge-large-en-v1.5,A1b_cosine_whitened,0.999609375,0.9997676805419413
AdvBench,3,520,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.999484375,0.9996872272308434
AdvBench,3,520,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.969421875,0.982790333336744
AdvBench,3,520,bge-large-en-v1.5,B1_discriminant_mean_raw,0.998890625,0.9993310478489508
AdvBench,3,520,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9995937500000001,0.9997578534979161
AdvBench,3,520,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.999359375,0.9996093993407368
AdvBench,3,520,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.990859375,0.994536410732398
AdvBench,3,520,bge-large-en-v1.5,C1_logreg_raw,0.999875,0.999923780487805
AdvBench,3,520,bge-large-en-v1.5,C1b_logreg_whitened,0.999578125,0.999747995453752
AdvBench,3,520,bge-large-en-v1.5,B1_raw,0.998890625,0.9993310478489508
AdvBench,3,520,bge-large-en-v1.5,B1b_SigmaT_wh,0.9995937500000001,0.9997578534979161
AdvBench,3,520,bge-large-en-v1.5,B1w_SigmaW_wh,0.999828125,0.9998946655809726
AdvBench,4,520,bge-large-en-v1.5,A1_naive_cosine_raw,0.9970156250000001,0.9982408407389378
AdvBench,4,520,bge-large-en-v1.5,A1b_cosine_whitened,0.9995624999999999,0.999732245863607
AdvBench,4,520,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.99946875,0.9996775612792392
AdvBench,4,520,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.96615625,0.9812893816235772
AdvBench,4,520,bge-large-en-v1.5,B1_discriminant_mean_raw,0.999328125,0.9995957906569168
AdvBench,4,520,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9995624999999999,0.9997321473515364
AdvBench,4,520,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9989687500000001,0.9993761395488838
AdvBench,4,520,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.98828125,0.9929661957398703
AdvBench,4,520,bge-large-en-v1.5,C1_logreg_raw,0.999828125,0.9998943915805352
AdvBench,4,520,bge-large-en-v1.5,C1b_logreg_whitened,0.9995937500000001,0.9997537353993718
AdvBench,4,520,bge-large-en-v1.5,B1_raw,0.999328125,0.9995957906569168
AdvBench,4,520,bge-large-en-v1.5,B1b_SigmaT_wh,0.9995624999999999,0.9997321473515364
AdvBench,4,520,bge-large-en-v1.5,B1w_SigmaW_wh,0.9998125,0.9998836874111822
AdvBench,0,520,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.99703125,0.9982698529270386
AdvBench,0,520,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999921875,0.9999510178460741
AdvBench,0,520,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.998296875,0.9990033506307086
AdvBench,0,520,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.971234375,0.9823030894489877
AdvBench,0,520,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.99990625,0.9999424846625766
AdvBench,0,520,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.99990625,0.9999411286055677
AdvBench,0,520,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9996875000000001,0.9998141094766724
AdvBench,0,520,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9959375,0.9973580893051358
AdvBench,0,520,Qwen3-Embedding-8B,C1_logreg_raw,0.999984375,0.9999902647975079
AdvBench,0,520,Qwen3-Embedding-8B,C1b_logreg_whitened,0.99990625,0.9999411286055677
AdvBench,0,520,Qwen3-Embedding-8B,B1_raw,0.99990625,0.9999424846625766
AdvBench,0,520,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.99990625,0.9999411286055677
AdvBench,0,520,Qwen3-Embedding-8B,B1w_SigmaW_wh,0.99990625,0.9999411286055677
AdvBench,1,520,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.99659375,0.9981406825708284
AdvBench,1,520,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999921875,0.9999512011548422
AdvBench,1,520,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9986562499999999,0.9992018703549449
AdvBench,1,520,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.961703125,0.9766778285932293
AdvBench,1,520,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
AdvBench,1,520,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999875,0.9999215332352511
AdvBench,1,520,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.99996875,0.9999805900621118
AdvBench,1,520,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.99478125,0.9965100036532791
AdvBench,1,520,Qwen3-Embedding-8B,C1_logreg_raw,0.99996875,0.9999804991725079
AdvBench,1,520,Qwen3-Embedding-8B,C1b_logreg_whitened,0.999875,0.9999215332352511
AdvBench,1,520,Qwen3-Embedding-8B,B1_raw,1.0,1.0
AdvBench,1,520,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999875,0.9999215332352511
AdvBench,1,520,Qwen3-Embedding-8B,B1w_SigmaW_wh,0.999859375,0.9999115810059518
AdvBench,2,520,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.99671875,0.9982560102325749
AdvBench,2,520,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999984375,0.9999902647975079
AdvBench,2,520,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.998875,0.9993245250499969
AdvBench,2,520,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.978796875,0.987394218479548
AdvBench,2,520,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999984375,0.9999902647975079
AdvBench,2,520,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999984375,0.9999902647975079
AdvBench,2,520,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.999921875,0.9999516541280864
AdvBench,2,520,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9985468750000001,0.9991100794105081
AdvBench,2,520,Qwen3-Embedding-8B,C1_logreg_raw,0.999953125,0.9999707029342633
AdvBench,2,520,Qwen3-Embedding-8B,C1b_logreg_whitened,0.999984375,0.9999902647975079
AdvBench,2,520,Qwen3-Embedding-8B,B1_raw,0.999984375,0.9999902647975079
AdvBench,2,520,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999984375,0.9999902647975079
AdvBench,2,520,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
AdvBench,3,520,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.99615625,0.9979118669350205
AdvBench,3,520,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999984375,0.9999902647975079
AdvBench,3,520,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9986875000000001,0.9992307834686942
AdvBench,3,520,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.985875,0.9916345171206247
AdvBench,3,520,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9999375,0.9999614197530864
AdvBench,3,520,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999984375,0.9999902647975079
AdvBench,3,520,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.999953125,0.9999708244371118
AdvBench,3,520,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9983906250000001,0.998984702836794
AdvBench,3,520,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
AdvBench,3,520,Qwen3-Embedding-8B,C1b_logreg_whitened,0.999984375,0.9999902647975079
AdvBench,3,520,Qwen3-Embedding-8B,B1_raw,0.9999375,0.9999614197530864
AdvBench,3,520,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999984375,0.9999902647975079
AdvBench,3,520,Qwen3-Embedding-8B,B1w_SigmaW_wh,0.999984375,0.9999902647975079
AdvBench,4,520,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.9966562499999999,0.9981818801708162
AdvBench,4,520,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999953125,0.9999707029342633
AdvBench,4,520,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.99846875,0.9990912075611005
AdvBench,4,520,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.981921875,0.9882395143689731
AdvBench,4,520,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
AdvBench,4,520,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.99996875,0.9999804991725079
AdvBench,4,520,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.99996875,0.9999804991725079
AdvBench,4,520,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.997203125,0.998076439757545
AdvBench,4,520,Qwen3-Embedding-8B,C1_logreg_raw,0.999984375,0.9999902647975079
AdvBench,4,520,Qwen3-Embedding-8B,C1b_logreg_whitened,0.99996875,0.9999804991725079
AdvBench,4,520,Qwen3-Embedding-8B,B1_raw,1.0,1.0
AdvBench,4,520,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.99996875,0.9999804991725079
AdvBench,4,520,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench,0,400,all-mpnet-base-v2,A1_naive_cosine_raw,0.9453,0.9444870861164179
HarmBench,0,400,all-mpnet-base-v2,A1b_cosine_whitened,0.9980249999999999,0.9982314801628005
HarmBench,0,400,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.978625,0.9797231806019218
HarmBench,0,400,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9460999999999999,0.9461585859586367
HarmBench,0,400,all-mpnet-base-v2,B1_discriminant_mean_raw,0.99375,0.9939234035153286
HarmBench,0,400,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9982749999999999,0.9984506315137566
HarmBench,0,400,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.992775,0.9934693165798364
HarmBench,0,400,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.97695,0.9716246190031114
