dataset,seed,n_test,model,pair,method_1,method_2,auc_1,auc_2,auc_diff,p_value
AdvBench,1,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999734375,0.9968281250000001,0.002906249999999888,0.016472548219915062
AdvBench,1,520,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999734375,0.9992031250000001,0.0005312499999998721,0.042032743671075234
AdvBench,1,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,0.999734375,0.0002656250000000471,0.1451762727685093
AdvBench,1,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999734375,0.9968281250000001,0.002906249999999888,0.016472548219915062
AdvBench,1,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.9968281250000001,0.003171874999999935,0.013449316101663777
AdvBench,2,520,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9995937500000001,0.9996406250000001,-4.6875000000001776e-05,0.3420842194527449
AdvBench,2,520,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.998234375,0.9936093749999999,0.004625000000000101,0.012649031166392488
AdvBench,2,520,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.998234375,0.9994843750000001,-0.0012500000000000844,0.029032138747967506
AdvBench,2,520,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9734999999999999,0.9936093749999999,-0.020109374999999985,0.0008020652713507381
AdvBench,2,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995937500000001,0.998234375,0.0013593750000000515,0.09657670437682464
AdvBench,2,520,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9995937500000001,0.999390625,0.0002031250000000817,0.17299533649992083
AdvBench,2,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9997968749999999,0.9995937500000001,0.00020312499999985967,0.30881260821540213
AdvBench,2,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995937500000001,0.998234375,0.0013593750000000515,0.09657670437682464
AdvBench,2,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9997968749999999,0.998234375,0.0015624999999999112,0.05390180219691998
AdvBench,3,520,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999546875,0.9994999999999999,4.6875000000001776e-05,0.4225329179050987
AdvBench,3,520,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9966562499999999,0.990078125,0.006578124999999879,0.003002927350015616
AdvBench,3,520,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9966562499999999,0.999078125,-0.002421875000000129,0.008706210767991385
AdvBench,3,520,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9714375,0.990078125,-0.018640625000000077,0.0002994107785962985
AdvBench,3,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999546875,0.9966562499999999,0.0028906250000000355,0.020890193253011224
AdvBench,3,520,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999546875,0.9993281249999999,0.0002187500000000453,0.08169453572210594
AdvBench,3,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9997499999999999,0.999546875,0.0002031249999999707,0.11202399092801119
AdvBench,3,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999546875,0.9966562499999999,0.0028906250000000355,0.020890193253011224
AdvBench,3,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9997499999999999,0.9966562499999999,0.0030937500000000062,0.016242036909981827
AdvBench,4,520,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9996875,0.999765625,-7.812500000003997e-05,0.4041724182780573
AdvBench,4,520,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.998171875,0.9921249999999999,0.006046875000000118,0.004600466810106063
AdvBench,4,520,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.998171875,0.999171875,-0.0010000000000000009,0.029627217184929
AdvBench,4,520,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.969296875,0.9921249999999999,-0.022828124999999977,0.00014980003764342165
AdvBench,4,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9996875,0.998171875,0.0015156249999999094,0.05505499014706561
AdvBench,4,520,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9996875,0.9995624999999999,0.00012500000000004174,0.2837992698527514
AdvBench,4,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99971875,0.9996875,3.125000000003819e-05,0.7896338038843933
AdvBench,4,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9996875,0.998171875,0.0015156249999999094,0.05505499014706561
AdvBench,4,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99971875,0.998171875,0.0015468749999999476,0.03790037594141138
AdvBench,0,520,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9989374999999999,0.998640625,0.00029687499999997424,0.10529478563002614
AdvBench,0,520,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9990625000000001,0.99540625,0.0036562500000000275,0.00767242915077615
AdvBench,0,520,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9990625000000001,0.999625,-0.0005624999999999103,0.05390516939044643
AdvBench,0,520,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9721562499999999,0.99540625,-0.023250000000000104,8.083376639334006e-05
AdvBench,0,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9989374999999999,0.9990625000000001,-0.00012500000000015277,0.8023302126937093
AdvBench,0,520,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9989374999999999,0.998796875,0.0001406249999998943,0.29416961755810656
AdvBench,0,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999375,0.9989374999999999,0.0004375000000000906,0.1492227878797634
AdvBench,0,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9989374999999999,0.9990625000000001,-0.00012500000000015277,0.8023302126937093
AdvBench,0,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999375,0.9990625000000001,0.00031249999999993783,0.4042991215313143
AdvBench,1,520,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999671875,0.9996875000000001,-1.5625000000074607e-05,0.7896545295808806
AdvBench,1,520,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9991875,0.995953125,0.0032343750000000115,0.020872646213090373
AdvBench,1,520,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9991875,0.99975,-0.0005625000000000213,0.08371563601503729
AdvBench,1,520,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9415468749999999,0.995953125,-0.0544062500000001,2.211664851259343e-09
AdvBench,1,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999671875,0.9991875,0.00048437499999998135,0.2194121482359206
AdvBench,1,520,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999671875,0.999578125,9.375000000000355e-05,0.23752997465003145
AdvBench,1,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999859375,0.999671875,0.0001875000000000071,0.22819591382692472
AdvBench,1,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999671875,0.9991875,0.00048437499999998135,0.2194121482359206
AdvBench,1,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999859375,0.9991875,0.0006718749999999885,0.12523001809906664
AdvBench,2,520,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999625,0.999625,0.0,1.0
AdvBench,2,520,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9992500000000001,0.99740625,0.0018437500000000329,0.06568166736842507
AdvBench,2,520,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9992500000000001,0.99975,-0.0004999999999999449,0.08947043543967514
AdvBench,2,520,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9555156250000001,0.99740625,-0.04189062499999996,6.497466453758705e-08
AdvBench,2,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999625,0.9992500000000001,0.0003749999999999032,0.3532625189273655
AdvBench,2,520,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999625,0.99940625,0.00021874999999993427,0.3329432980365534
AdvBench,2,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999828125,0.999625,0.0002031249999999707,0.33419125367896774
AdvBench,2,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999625,0.9992500000000001,0.0003749999999999032,0.3532625189273655
AdvBench,2,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999828125,0.9992500000000001,0.0005781249999998739,0.14292488319415453
AdvBench,3,520,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9995937500000001,0.999578125,1.5625000000074607e-05,0.617516608021625
AdvBench,3,520,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.998890625,0.996546875,0.002343749999999978,0.02217687215008257
AdvBench,3,520,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.998890625,0.999875,-0.0009843749999999263,0.03749789640906531
AdvBench,3,520,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.969421875,0.996546875,-0.027125000000000066,6.9180718329509006e-06
AdvBench,3,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995937500000001,0.998890625,0.0007031250000000266,0.06390843859045447
AdvBench,3,520,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9995937500000001,0.999609375,-1.5624999999963585e-05,0.7523106602295029
AdvBench,3,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999828125,0.9995937500000001,0.00023437499999989786,0.2396203393783527
AdvBench,3,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995937500000001,0.998890625,0.0007031250000000266,0.06390843859045447
AdvBench,3,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999828125,0.998890625,0.0009374999999999245,0.048422023497229905
AdvBench,4,520,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9995624999999999,0.9995937500000001,-3.1250000000149214e-05,0.7731613401252084
AdvBench,4,520,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.999328125,0.9970156250000001,0.0023124999999999396,0.029610342220198316
AdvBench,4,520,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.999328125,0.999828125,-0.0004999999999999449,0.09663972052542302
AdvBench,4,520,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.96615625,0.9970156250000001,-0.030859375000000022,9.338206088393974e-06
AdvBench,4,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995624999999999,0.999328125,0.00023437499999989786,0.5714828690161382
AdvBench,4,520,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9995624999999999,0.9995624999999999,0.0,1.0
AdvBench,4,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9998125,0.9995624999999999,0.0002500000000000835,0.1480606957168309
AdvBench,4,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995624999999999,0.999328125,0.00023437499999989786,0.5714828690161382
AdvBench,4,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9998125,0.999328125,0.00048437499999998135,0.21549363881421457
AdvBench,0,520,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.99990625,0.99990625,0.0,
AdvBench,0,520,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.99990625,0.99703125,0.002874999999999961,0.014149613622540524
AdvBench,0,520,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.99990625,0.999984375,-7.812500000003997e-05,0.3605046643828016
AdvBench,0,520,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.971234375,0.99703125,-0.025796875000000052,1.7343764758592783e-05
AdvBench,0,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99990625,0.99990625,0.0,1.0
AdvBench,0,520,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.99990625,0.999921875,-1.5624999999963585e-05,0.4795001221879809
AdvBench,0,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99990625,0.99990625,0.0,
AdvBench,0,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99990625,0.99990625,0.0,1.0
AdvBench,0,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99990625,0.99990625,0.0,1.0
AdvBench,1,520,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999875,0.999875,0.0,
AdvBench,1,520,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.99659375,0.003406250000000055,0.05049149394884811
AdvBench,1,520,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,0.99996875,3.125000000003819e-05,0.41397214303558005
AdvBench,1,520,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.961703125,0.99659375,-0.03489062499999995,1.3739267703538616e-06
AdvBench,1,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999875,1.0,-0.00012500000000004174,0.3007323494337182
AdvBench,1,520,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999875,0.999921875,-4.6875000000001776e-05,0.3861037167032215
AdvBench,1,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999859375,0.999875,-1.5624999999963585e-05,0.4795001221879809
AdvBench,1,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999875,1.0,-0.00012500000000004174,0.3007323494337182
AdvBench,1,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999859375,1.0,-0.00014062500000000533,0.30094298001272146
AdvBench,2,520,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999984375,0.999984375,0.0,
