dataset,seed,n_test,model,pair,method_1,method_2,auc_1,auc_2,auc_diff,p_value
AdvBench,3,520,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9995,0.999234375,0.0002656250000000471,0.148113148798519
AdvBench,3,520,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999234375,0.998046875,0.001187500000000008,0.13152335233416146
AdvBench,3,520,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9995,0.998046875,0.001453125000000055,0.05899913726080319
AdvBench,4,520,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.997671875,0.997921875,-0.00024999999999997247,0.7178538994144765
AdvBench,4,520,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99825,0.997671875,0.0005781249999999849,0.13054930927758646
AdvBench,4,520,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.997671875,0.997921875,-0.00024999999999997247,0.7178538994144765
AdvBench,4,520,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99825,0.997921875,0.00032812500000001243,0.4637827578215721
AdvBench,0,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999828125,0.9978281250000001,0.0019999999999998908,0.04239292068949774
AdvBench,0,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99984375,0.999828125,1.5625000000074607e-05,0.7241093382970467
AdvBench,0,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999828125,0.9978281250000001,0.0019999999999998908,0.04239292068949774
AdvBench,0,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99984375,0.9978281250000001,0.0020156249999999654,0.0395838815609697
AdvBench,1,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999734375,0.9968281250000001,0.002906249999999888,0.016472548219915062
AdvBench,1,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,0.999734375,0.0002656250000000471,0.1451762727685093
AdvBench,1,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999734375,0.9968281250000001,0.002906249999999888,0.016472548219915062
AdvBench,1,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.9968281250000001,0.003171874999999935,0.013449316101663777
AdvBench,2,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995937500000001,0.998234375,0.0013593750000000515,0.09657670437682464
AdvBench,2,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9997968749999999,0.9995937500000001,0.00020312499999985967,0.30881260821540213
AdvBench,2,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995937500000001,0.998234375,0.0013593750000000515,0.09657670437682464
AdvBench,2,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9997968749999999,0.998234375,0.0015624999999999112,0.05390180219691998
AdvBench,3,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999546875,0.9966562499999999,0.0028906250000000355,0.020890193253011224
AdvBench,3,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9997499999999999,0.999546875,0.0002031249999999707,0.11202399092801119
AdvBench,3,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999546875,0.9966562499999999,0.0028906250000000355,0.020890193253011224
AdvBench,3,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9997499999999999,0.9966562499999999,0.0030937500000000062,0.016242036909981827
AdvBench,4,520,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9996875,0.998171875,0.0015156249999999094,0.05505499014706561
AdvBench,4,520,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99971875,0.9996875,3.125000000003819e-05,0.7896338038843933
AdvBench,4,520,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9996875,0.998171875,0.0015156249999999094,0.05505499014706561
AdvBench,4,520,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99971875,0.998171875,0.0015468749999999476,0.03790037594141138
AdvBench,0,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9989374999999999,0.9990625000000001,-0.00012500000000015277,0.8023302126937093
AdvBench,0,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999375,0.9989374999999999,0.0004375000000000906,0.1492227878797634
AdvBench,0,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9989374999999999,0.9990625000000001,-0.00012500000000015277,0.8023302126937093
AdvBench,0,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999375,0.9990625000000001,0.00031249999999993783,0.4042991215313143
AdvBench,1,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999671875,0.9991875,0.00048437499999998135,0.2194121482359206
AdvBench,1,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999859375,0.999671875,0.0001875000000000071,0.22819591382692472
AdvBench,1,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999671875,0.9991875,0.00048437499999998135,0.2194121482359206
AdvBench,1,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999859375,0.9991875,0.0006718749999999885,0.12523001809906664
AdvBench,2,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999625,0.9992500000000001,0.0003749999999999032,0.3532625189273655
AdvBench,2,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999828125,0.999625,0.0002031249999999707,0.33419125367896774
AdvBench,2,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999625,0.9992500000000001,0.0003749999999999032,0.3532625189273655
AdvBench,2,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999828125,0.9992500000000001,0.0005781249999998739,0.14292488319415453
AdvBench,3,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995937500000001,0.998890625,0.0007031250000000266,0.06390843859045447
AdvBench,3,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999828125,0.9995937500000001,0.00023437499999989786,0.2396203393783527
AdvBench,3,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995937500000001,0.998890625,0.0007031250000000266,0.06390843859045447
AdvBench,3,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999828125,0.998890625,0.0009374999999999245,0.048422023497229905
AdvBench,4,520,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995624999999999,0.999328125,0.00023437499999989786,0.5714828690161382
AdvBench,4,520,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9998125,0.9995624999999999,0.0002500000000000835,0.1480606957168309
AdvBench,4,520,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995624999999999,0.999328125,0.00023437499999989786,0.5714828690161382
AdvBench,4,520,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9998125,0.999328125,0.00048437499999998135,0.21549363881421457
AdvBench,0,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99990625,0.99990625,0.0,1.0
AdvBench,0,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99990625,0.99990625,0.0,
AdvBench,0,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99990625,0.99990625,0.0,1.0
AdvBench,0,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99990625,0.99990625,0.0,1.0
AdvBench,1,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999875,1.0,-0.00012500000000004174,0.3007323494337182
AdvBench,1,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999859375,0.999875,-1.5624999999963585e-05,0.4795001221879809
AdvBench,1,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999875,1.0,-0.00012500000000004174,0.3007323494337182
AdvBench,1,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999859375,1.0,-0.00014062500000000533,0.30094298001272146
AdvBench,2,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999984375,0.999984375,0.0,1.0
AdvBench,2,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,0.999984375,1.5624999999963585e-05,0.4795001221879809
AdvBench,2,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999984375,0.999984375,0.0,1.0
AdvBench,2,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.999984375,1.5624999999963585e-05,0.4795001221879809
AdvBench,3,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999984375,0.9999375,4.6875000000001776e-05,0.5224783332702585
AdvBench,3,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999984375,0.999984375,0.0,
AdvBench,3,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999984375,0.9999375,4.6875000000001776e-05,0.5224783332702585
AdvBench,3,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999984375,0.9999375,4.6875000000001776e-05,0.5224783332702585
AdvBench,4,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99996875,1.0,-3.125000000003819e-05,0.41397214303558005
AdvBench,4,520,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,0.99996875,3.125000000003819e-05,0.41397214303558005
AdvBench,4,520,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99996875,1.0,-3.125000000003819e-05,0.41397214303558005
AdvBench,4,520,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench,0,400,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9982749999999999,0.99375,0.00452499999999989,0.06191089771272962
HarmBench,0,400,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999075,0.9982749999999999,0.0008000000000001339,0.10591616618283095
HarmBench,0,400,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9982749999999999,0.99375,0.00452499999999989,0.06191089771272962
HarmBench,0,400,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999075,0.99375,0.005325000000000024,0.022037745221541227
HarmBench,1,400,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99735,0.99135,0.006000000000000005,0.04408815539608635
HarmBench,1,400,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.998,0.99735,0.0006500000000000394,0.07024712315025616
HarmBench,1,400,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99735,0.99135,0.006000000000000005,0.04408815539608635
HarmBench,1,400,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.998,0.99135,0.006650000000000045,0.02189984704828052
HarmBench,2,400,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9991499999999999,0.9897250000000001,0.009424999999999795,0.007975388747231804
HarmBench,2,400,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9994999999999999,0.9991499999999999,0.0003500000000000725,0.12312331628853346
HarmBench,2,400,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9991499999999999,0.9897250000000001,0.009424999999999795,0.007975388747231804
HarmBench,2,400,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9994999999999999,0.9897250000000001,0.009774999999999867,0.006221928917551134
HarmBench,3,400,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9986,0.9935499999999999,0.00505000000000011,0.04126809626192518
HarmBench,3,400,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.998925,0.9986,0.0003249999999999087,0.33419125367903346
HarmBench,3,400,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9986,0.9935499999999999,0.00505000000000011,0.04126809626192518
HarmBench,3,400,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.998925,0.9935499999999999,0.005375000000000019,0.02662358411539878
HarmBench,4,400,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9984249999999999,0.9897,0.008724999999999872,0.010692609534573627
HarmBench,4,400,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9990249999999999,0.9984249999999999,0.0006000000000000449,0.128648835662303
HarmBench,4,400,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9984249999999999,0.9897,0.008724999999999872,0.010692609534573627
HarmBench,4,400,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9990249999999999,0.9897,0.009324999999999917,0.006350785235002432
HarmBench,0,400,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99745,0.9920499999999999,0.005400000000000071,0.07391976796717703
HarmBench,0,400,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9984500000000001,0.99745,0.001000000000000112,0.031950404308555225
HarmBench,0,400,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99745,0.9920499999999999,0.005400000000000071,0.07391976796717703
HarmBench,0,400,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9984500000000001,0.9920499999999999,0.006400000000000183,0.03156677994150958
HarmBench,1,400,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9951749999999999,0.989125,0.006049999999999889,0.0858094474706752
HarmBench,1,400,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.995925,0.9951749999999999,0.0007500000000000284,0.12821756774794157
HarmBench,1,400,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9951749999999999,0.989125,0.006049999999999889,0.0858094474706752
HarmBench,1,400,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.995925,0.989125,0.006799999999999917,0.04736592393074912
HarmBench,2,400,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9975,0.98895,0.008550000000000058,0.018066581463079157
HarmBench,2,400,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9983,0.9975,0.0007999999999999119,0.03925997140011628
HarmBench,2,400,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9975,0.98895,0.008550000000000058,0.018066581463079157
HarmBench,2,400,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9983,0.98895,0.00934999999999997,0.00855490564176753
HarmBench,3,400,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9984500000000001,0.98855,0.00990000000000002,0.004507702209031406
HarmBench,3,400,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.998775,0.9984500000000001,0.0003249999999999087,0.43197292693838674
HarmBench,3,400,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9984500000000001,0.98855,0.00990000000000002,0.004507702209031406
HarmBench,3,400,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.998775,0.98855,0.010224999999999929,0.002333319886565821
HarmBench,4,400,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9972000000000001,0.989975,0.007225000000000037,0.013839391275563662
HarmBench,4,400,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.998475,0.9972000000000001,0.001274999999999915,0.027701914025928254
HarmBench,4,400,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9972000000000001,0.989975,0.007225000000000037,0.013839391275563662
HarmBench,4,400,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.998475,0.989975,0.008499999999999952,0.003580961625702095
HarmBench,0,400,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99895,0.992525,0.006425000000000014,0.029076336793864677
HarmBench,0,400,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9995499999999999,0.99895,0.0005999999999999339,0.19433313688281206
HarmBench,0,400,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99895,0.992525,0.006425000000000014,0.029076336793864677
HarmBench,0,400,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9995499999999999,0.992525,0.007024999999999948,0.01664182821013993
HarmBench,1,400,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99845,0.9934999999999999,0.00495000000000001,0.04077302346831302
HarmBench,1,400,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.998775,0.99845,0.0003250000000000197,0.2042010970544743
HarmBench,1,400,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99845,0.9934999999999999,0.00495000000000001,0.04077302346831302
HarmBench,1,400,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.998775,0.9934999999999999,0.00527500000000003,0.02699422193597667
HarmBench,2,400,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99875,0.989525,0.009225000000000039,0.011183052677326
HarmBench,2,400,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999125,0.99875,0.0003750000000000142,0.08558871315356131
HarmBench,2,400,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99875,0.989525,0.009225000000000039,0.011183052677326
HarmBench,2,400,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999125,0.989525,0.009600000000000053,0.009037363493923811
HarmBench,3,400,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9977750000000001,0.9915,0.0062750000000000306,0.02407836073570757
HarmBench,3,400,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9982000000000001,0.9977750000000001,0.0004250000000000087,0.10450181476540443
HarmBench,3,400,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9977750000000001,0.9915,0.0062750000000000306,0.02407836073570757
HarmBench,3,400,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9982000000000001,0.9915,0.006700000000000039,0.013439450938551367
HarmBench,4,400,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9986,0.9884000000000001,0.010199999999999987,0.004415896161595212
HarmBench,4,400,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.99885,0.9986,0.00024999999999997247,0.36050466438309847
HarmBench,4,400,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9986,0.9884000000000001,0.010199999999999987,0.004415896161595212
HarmBench,4,400,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.99885,0.9884000000000001,0.01044999999999996,0.00317447349287292
HarmBench,0,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999975,0.9999,7.499999999993623e-05,0.5226211803104668
HarmBench,0,400,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,0.999975,2.5000000000052758e-05,0.47950012218602645
HarmBench,0,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999975,0.9999,7.499999999993623e-05,0.5226211803104668
HarmBench,0,400,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.9999,9.999999999998899e-05,0.37037100520089306
HarmBench,1,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999675,0.9996499999999999,2.5000000000052758e-05,0.9390159299981535
HarmBench,1,400,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9997499999999999,0.999675,7.499999999993623e-05,0.28732545279565636
HarmBench,1,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999675,0.9996499999999999,2.5000000000052758e-05,0.9390159299981535
HarmBench,1,400,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9997499999999999,0.9996499999999999,9.999999999998899e-05,0.737609163657442
HarmBench,2,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,0.999875,0.00012500000000004174,0.360504664382886
HarmBench,2,400,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench,2,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,0.999875,0.00012500000000004174,0.360504664382886
HarmBench,2,400,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.999875,0.00012500000000004174,0.360504664382886
HarmBench,3,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999525,0.999975,-0.00044999999999995044,0.22687938750955627
HarmBench,3,400,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9996249999999999,0.999525,9.999999999987796e-05,0.283488656349971
HarmBench,3,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999525,0.999975,-0.00044999999999995044,0.22687938750955627
HarmBench,3,400,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9996249999999999,0.999975,-0.0003500000000000725,0.23796615603905935
HarmBench,4,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999925,0.999925,0.0,1.0
HarmBench,4,400,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999975,0.999925,4.999999999999449e-05,0.41382484218194593
HarmBench,4,400,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999925,0.999925,0.0,1.0
